id,class,sentence
389;"shame";" spots on the seat covers of my husbands car"
390;"guilt";" not speaking to my sisterinlaw due to lack of interest in a relationship on my side"
391;"joy";" when i recently managed to get my first consulting assignment myself ie on my own initiative"
392;"fear";" i was within a hairs breadth of knocking down a drunkard who suddenly ran into the street the fear came later when i realized what could have happened"
393;"anger";" when my friend as usual forgot the tickets at home for a performance we missed it"
394;"sadness";" the elections of and the thought of what a social democrat and communist majority could achieve especially worker share funds and its extension"
395;"disgust";" a study visit to a chicken factory the butchery the smell the environment and the noise"
396;"shame";" confession to my parents about my involvement in a moped theft"
397;"guilt";" no answer as i see very little difference between shame and guilt therefore see answer for shame"
398;"joy";" when i was appointed to position of trust in a group set up to change the working environment"
399;"fear";" i was alone in a cottage i often stay in i was woken up by a rustling sound in the middle of the night"
400;"anger";" when i tried to explain to a plumber face to face that the toilet was broken and he did not believe it it had been mended ten times"
401;"sadness";" when the result of a project work was treated nonchalantly instead of being criticized by the teacher"
402;"disgust";" when programmes on violence or pornography are shown on tv"
403;"shame";" when i talked maliciously about a colleague at work to someone else immediately afterwards i felt ashamed"
404;"guilt";" when i decided to take a week s holiday without consulting the family first"
405;"joy";" after my girl and i talked things over our relationship changed and became positive a difficult time turned into pleasant one"
406;"fear";" when we could not land our plane and we knew that the fuel was running out bad weather had already frightened us"
407;"anger";" when i read about reagins tactical decision concerning the south african boycott"
408;"sadness";" when my half brother became seriously ill with cancer and died later"
409;"disgust";" a film were a woman was attacked and raped one did not see the worst but it had the desired effect very strong"
410;"shame";" i made a comment and it was interpreted completely differently from what i had meant when i said it i realized how my mother had understood it"
411;"guilt";" i had promised to visit my girlfriend but for different reasons could not make it i rang up later to tell her that i could not come"
412;"joy";" when i was offered a high position of trust which i later accepted"
413;"fear";" i had the window open and the door was shut so that the kitten would not go out my partner came in and started talking about something and i forgot about the window and suddenly i saw the kitten hanging from the window frame i was rigid with fright till i got hold of her"
